"rank","team","outlet","week","prior_rank","rank_chng"
13,"LV","BR",4,15,2
14,"SF","BR",4,10,-4
15,"NO","BR",4,19,4
16,"SEA","BR",4,8,-8
17,"TEN","BR",4,17,0
18,"CIN","BR",4,24,6
19,"MIA","BR",4,20,1
20,"NE","BR",4,18,-2
21,"MIN","BR",4,25,4
22,"PIT","BR",4,14,-8
23,"PHI","BR",4,22,-1
24,"WAS","BR",4,21,-3
25,"CHI","BR",4,23,-2
26,"IND","BR",4,26,0
27,"ATL","BR",4,29,2
28,"HOU","BR",4,27,-1
29,"DET","BR",4,30,1
30,"NYG","BR",4,28,-2
31,"NYJ","BR",4,31,0
32,"JAX","BR",4,32,0
1,"LA","CBS",4,3,2
2,"ARI","CBS",4,4,2
3,"GB","CBS",4,7,4
4,"TB","CBS",4,1,-3
5,"BUF","CBS",4,6,1
6,"LV","CBS",4,8,2
7,"SF","CBS",4,2,-5
8,"CLE","CBS",4,10,2
9,"CAR","CBS",4,11,2
10,"DEN","CBS",4,12,2
11,"LAC","CBS",4,18,7
12,"KC","CBS",4,5,-7
13,"BAL","CBS",4,9,-4
14,"NO","CBS",4,13,-1
15,"TEN","CBS",4,17,2
16,"DAL","CBS",4,16,0
17,"CIN","CBS",4,25,8
18,"MIN","CBS",4,26,8
19,"SEA","CBS",4,15,-4
20,"NE","CBS",4,19,-1
21,"MIA","CBS",4,20,-1
22,"PIT","CBS",4,14,-8
23,"WAS","CBS",4,21,-2
24,"PHI","CBS",4,23,-1
25,"CHI","CBS",4,24,-1
26,"IND","CBS",4,22,-4
27,"ATL","CBS",4,29,2
28,"NYG","CBS",4,27,-1
29,"HOU","CBS",4,28,-1
30,"DET","CBS",4,30,0
31,"JAX","CBS",4,32,1
32,"NYJ","CBS",4,31,-1
1,"LA","ESPN",4,2,1
2,"TB","ESPN",4,1,-1
3,"BUF","ESPN",4,5,2
4,"GB","ESPN",4,11,7
5,"LV","ESPN",4,10,5
6,"CLE","ESPN",4,8,2
7,"BAL","ESPN",4,9,2
8,"ARI","ESPN",4,7,-1
9,"LAC","ESPN",4,18,9
10,"KC","ESPN",4,3,-7
11,"SF","ESPN",4,4,-7
12,"CAR","ESPN",4,15,3
13,"DEN","ESPN",4,14,1
14,"DAL","ESPN",4,13,-1
15,"NO","ESPN",4,17,2
16,"TEN","ESPN",4,16,0
17,"SEA","ESPN",4,6,-11
18,"CIN","ESPN",4,25,7
19,"NE","ESPN",4,19,0
20,"MIN","ESPN",4,26,6
21,"PIT","ESPN",4,12,-9
22,"WAS","ESPN",4,22,0
23,"MIA","ESPN",4,20,-3
24,"PHI","ESPN",4,21,-3
25,"ATL","ESPN",4,29,4
26,"IND","ESPN",4,23,-3
27,"CHI","ESPN",4,24,-3
28,"HOU","ESPN",4,27,-1
29,"NYG","ESPN",4,28,-1
30,"DET","ESPN",4,30,0
31,"JAX","ESPN",4,31,0
32,"NYJ","ESPN",4,32,0
1,"LA","NFL",4,4,3
2,"TB","NFL",4,1,-1
3,"GB","NFL",4,6,3
4,"BUF","NFL",4,5,1
5,"BAL","NFL",4,3,-2
6,"KC","NFL",4,2,-4
7,"SF","NFL",4,7,0
8,"CLE","NFL",4,8,0
9,"LV","NFL",4,11,2
10,"LAC","NFL",4,14,4
11,"ARI","NFL",4,10,-1
12,"DEN","NFL",4,13,1
13,"CAR","NFL",4,18,5
14,"DAL","NFL",4,17,3
15,"TEN","NFL",4,16,1
16,"MIN","NFL",4,24,8
17,"SEA","NFL",4,9,-8
18,"NO","NFL",4,19,1
19,"CIN","NFL",4,26,7
20,"PIT","NFL",4,12,-8
21,"MIA","NFL",4,22,1
22,"PHI","NFL",4,20,-2
23,"NE","NFL",4,15,-8
24,"WAS","NFL",4,21,-3
25,"ATL","NFL",4,29,4
26,"IND","NFL",4,23,-3
27,"DET","NFL",4,31,4
28,"HOU","NFL",4,28,0
29,"CHI","NFL",4,25,-4
30,"NYG","NFL",4,27,-3
31,"JAX","NFL",4,32,1
32,"NYJ","NFL",4,30,-2
1,"LA","PFT",4,2,1
2,"TB","PFT",4,1,-1
3,"BUF","PFT",4,5,2
4,"BAL","PFT",4,3,-1
5,"LV","PFT",4,8,3
6,"ARI","PFT",4,7,1
7,"GB","PFT",4,11,4
8,"CAR","PFT",4,10,2
9,"SF","PFT",4,6,-3
10,"CLE","PFT",4,12,2
11,"LAC","PFT",4,16,5
12,"KC","PFT",4,4,-8
13,"NO","PFT",4,14,1
14,"DAL","PFT",4,15,1
15,"TEN","PFT",4,17,2
16,"DEN","PFT",4,18,2
17,"CIN","PFT",4,23,6
18,"MIN","PFT",4,24,6
19,"NE","PFT",4,13,-6
20,"SEA","PFT",4,19,-1
21,"MIA","PFT",4,20,-1
22,"PIT","PFT",4,9,-13
23,"WAS","PFT",4,21,-2
24,"ATL","PFT",4,30,6
25,"PHI","PFT",4,25,0
26,"CHI","PFT",4,22,-4
27,"DET","PFT",4,29,2
28,"NYG","PFT",4,26,-2
29,"HOU","PFT",4,28,-1
30,"IND","PFT",4,27,-3
31,"JAX","PFT",4,32,1
32,"NYJ","PFT",4,31,-1
1,"LA","USA",4,2,1
2,"TB","USA",4,1,-1
3,"CLE","USA",4,4,1
4,"LV","USA",4,6,2
5,"ARI","USA",4,5,0
6,"BAL","USA",4,7,1
7,"BUF","USA",4,9,2
8,"DAL","USA",4,10,2
9,"LAC","USA",4,18,9
10,"KC","USA",4,3,-7
11,"CAR","USA",4,14,3
12,"NO","USA",4,15,3
13,"GB","USA",4,16,3
14,"TEN","USA",4,12,-2
15,"SF","USA",4,11,-4
16,"DEN","USA",4,17,1
17,"CIN","USA",4,24,7
18,"MIN","USA",4,25,7
19,"SEA","USA",4,13,-6
20,"PIT","USA",4,8,-12
21,"MIA","USA",4,19,-2
22,"NE","USA",4,20,-2
23,"WAS","USA",4,21,-2
24,"PHI","USA",4,22,-2
25,"IND","USA",4,26,1
26,"DET","USA",4,29,3
27,"CHI","USA",4,23,-4
28,"ATL","USA",4,31,3
29,"HOU","USA",4,28,-1
30,"NYG","USA",4,27,-3
31,"JAX","USA",4,32,1
32,"NYJ","USA",4,30,-2
1,"LA","WaPo",4,2,1
2,"BUF","WaPo",4,3,1
3,"GB","WaPo",4,7,4
4,"TB","WaPo",4,1,-3
5,"CLE","WaPo",4,6,1
6,"ARI","WaPo",4,8,2
7,"LV","WaPo",4,9,2
8,"BAL","WaPo",4,10,2
9,"SF","WaPo",4,4,-5
10,"DAL","WaPo",4,12,2
11,"TEN","WaPo",4,13,2
12,"NO","WaPo",4,15,3
13,"LAC","WaPo",4,17,4
14,"KC","WaPo",4,5,-9
15,"CAR","WaPo",4,14,-1
16,"DEN","WaPo",4,19,3
17,"NE","WaPo",4,11,-6
18,"CIN","WaPo",4,24,6
19,"MIN","WaPo",4,26,7
20,"SEA","WaPo",4,18,-2
21,"PIT","WaPo",4,16,-5
22,"ATL","WaPo",4,29,7
23,"WAS","WaPo",4,20,-3
24,"CHI","WaPo",4,21,-3
25,"MIA","WaPo",4,22,-3
26,"PHI","WaPo",4,23,-3
27,"HOU","WaPo",4,27,0
28,"IND","WaPo",4,25,-3
29,"DET","WaPo",4,30,1
30,"NYG","WaPo",4,28,-2
31,"NYJ","WaPo",4,31,0
32,"JAX","WaPo",4,32,0
1,"LA","Yahoo",4,3,2
2,"TB","Yahoo",4,1,-1
3,"ARI","Yahoo",4,5,2
4,"BUF","Yahoo",4,11,7
5,"LV","Yahoo",4,7,2
6,"NO","Yahoo",4,18,12
7,"GB","Yahoo",4,13,6
8,"SF","Yahoo",4,2,-6
9,"KC","Yahoo",4,4,-5
10,"DEN","Yahoo",4,9,-1
11,"CLE","Yahoo",4,12,1
12,"BAL","Yahoo",4,8,-4
13,"LAC","Yahoo",4,17,4
14,"CAR","Yahoo",4,14,0
15,"DAL","Yahoo",4,20,5
16,"TEN","Yahoo",4,19,3
17,"SEA","Yahoo",4,6,-11
18,"NE","Yahoo",4,16,-2
19,"CIN","Yahoo",4,25,6
20,"PIT","Yahoo",4,10,-10
21,"MIA","Yahoo",4,15,-6
22,"MIN","Yahoo",4,26,4
23,"WAS","Yahoo",4,21,-2
24,"PHI","Yahoo",4,24,0
25,"IND","Yahoo",4,22,-3
26,"CHI","Yahoo",4,23,-3
27,"ATL","Yahoo",4,28,1
28,"DET","Yahoo",4,29,1
29,"NYG","Yahoo",4,27,-2
30,"HOU","Yahoo",4,31,1
31,"NYJ","Yahoo",4,30,-1
32,"JAX","Yahoo",4,32,0
1,"ARI","BR",5,3,2
2,"LA","BR",5,1,-1
3,"TB","BR",5,2,-1
4,"BUF","BR",5,6,2
5,"LAC","BR",5,5,0
6,"KC","BR",5,7,1
7,"CLE","BR",5,4,-3
8,"BAL","BR",5,8,0
9,"GB","BR",5,10,1
10,"DAL","BR",5,11,1
11,"LV","BR",5,13,2
12,"SEA","BR",5,16,4
13,"CAR","BR",5,12,-1
14,"CIN","BR",5,18,4
15,"DEN","BR",5,9,-6
16,"SF","BR",5,14,-2
17,"NE","BR",5,20,3
18,"TEN","BR",5,17,-1
19,"NO","BR",5,15,-4
20,"MIA","BR",5,19,-1
21,"WAS","BR",5,24,3
22,"CHI","BR",5,25,3
23,"IND","BR",5,26,3
24,"MIN","BR",5,21,-3
25,"PHI","BR",5,23,-2
26,"NYG","BR",5,30,4
27,"PIT","BR",5,22,-5
28,"ATL","BR",5,27,-1
29,"NYJ","BR",5,31,2
30,"HOU","BR",5,28,-2
31,"DET","BR",5,29,-2
32,"JAX","BR",5,32,0
1,"ARI","CBS",5,2,1
2,"GB","CBS",5,3,1
3,"TB","CBS",5,4,1
4,"BUF","CBS",5,5,1
5,"CLE","CBS",5,8,3
6,"LA","CBS",5,1,-5
7,"LAC","CBS",5,11,4
8,"DAL","CBS",5,16,8
9,"KC","CBS",5,12,3
10,"BAL","CBS",5,13,3
11,"LV","CBS",5,6,-5
12,"CAR","CBS",5,9,-3
13,"CIN","CBS",5,17,4
14,"SEA","CBS",5,19,5
15,"DEN","CBS",5,10,-5
16,"SF","CBS",5,7,-9
17,"NO","CBS",5,14,-3
18,"TEN","CBS",5,15,-3
19,"NE","CBS",5,20,1
20,"WAS","CBS",5,23,3
21,"CHI","CBS",5,25,4
22,"IND","CBS",5,26,4
23,"MIN","CBS",5,18,-5
24,"ATL","CBS",5,27,3
25,"NYG","CBS",5,28,3
26,"MIA","CBS",5,21,-5
27,"PHI","CBS",5,24,-3
28,"PIT","CBS",5,22,-6
29,"HOU","CBS",5,29,0
30,"NYJ","CBS",5,32,2
31,"DET","CBS",5,30,-1
32,"JAX","CBS",5,31,-1
1,"BUF","ESPN",5,3,2
2,"ARI","ESPN",5,8,6
3,"LA","ESPN",5,1,-2
4,"TB","ESPN",5,2,-2
5,"GB","ESPN",5,4,-1
6,"CLE","ESPN",5,6,0
7,"BAL","ESPN",5,7,0
8,"DAL","ESPN",5,14,6
9,"LAC","ESPN",5,9,0
10,"LV","ESPN",5,5,-5
11,"KC","ESPN",5,10,-1
12,"CAR","ESPN",5,12,0
13,"SEA","ESPN",5,17,4
14,"DEN","ESPN",5,13,-1
15,"SF","ESPN",5,11,-4
16,"CIN","ESPN",5,18,2
17,"NO","ESPN",5,15,-2
18,"TEN","ESPN",5,16,-2
19,"WAS","ESPN",5,22,3
20,"NE","ESPN",5,19,-1
21,"IND","ESPN",5,26,5
22,"MIN","ESPN",5,20,-2
23,"CHI","ESPN",5,27,4
24,"PIT","ESPN",5,21,-3
25,"PHI","ESPN",5,24,-1
26,"MIA","ESPN",5,23,-3
27,"ATL","ESPN",5,25,-2
28,"NYG","ESPN",5,29,1
29,"NYJ","ESPN",5,32,3
30,"HOU","ESPN",5,28,-2
31,"DET","ESPN",5,30,-1
32,"JAX","ESPN",5,31,-1
1,"ARI","NFL",5,11,10
2,"TB","NFL",5,2,0
3,"BUF","NFL",5,4,1
4,"GB","NFL",5,3,-1
5,"BAL","NFL",5,5,0
6,"DAL","NFL",5,14,8
7,"LAC","NFL",5,10,3
8,"KC","NFL",5,6,-2
9,"LA","NFL",5,1,-8
10,"CLE","NFL",5,8,-2
11,"LV","NFL",5,9,-2
12,"SEA","NFL",5,17,5
13,"SF","NFL",5,7,-6
14,"CAR","NFL",5,13,-1
15,"CIN","NFL",5,19,4
16,"DEN","NFL",5,12,-4
17,"MIN","NFL",5,16,-1
18,"TEN","NFL",5,15,-3
19,"NO","NFL",5,18,-1
20,"PIT","NFL",5,20,0
21,"IND","NFL",5,26,5
22,"NE","NFL",5,23,1
23,"WAS","NFL",5,24,1
24,"NYG","NFL",5,30,6
25,"PHI","NFL",5,22,-3
26,"MIA","NFL",5,21,-5
27,"ATL","NFL",5,25,-2
28,"NYJ","NFL",5,32,4
29,"CHI","NFL",5,29,0
30,"JAX","NFL",5,31,1
31,"DET","NFL",5,27,-4
32,"HOU","NFL",5,28,-4
1,"BUF","PFT",5,3,2
2,"ARI","PFT",5,6,4
3,"TB","PFT",5,2,-1
4,"BAL","PFT",5,4,0
5,"LA","PFT",5,1,-4
6,"GB","PFT",5,7,1
7,"CLE","PFT",5,10,3
8,"LAC","PFT",5,11,3
9,"LV","PFT",5,5,-4
10,"KC","PFT",5,12,2
11,"DAL","PFT",5,14,3
12,"CAR","PFT",5,8,-4
13,"CIN","PFT",5,17,4
14,"SEA","PFT",5,20,6
15,"SF","PFT",5,9,-6
16,"NO","PFT",5,13,-3
17,"DEN","PFT",5,16,-1
18,"MIN","PFT",5,18,0
19,"NE","PFT",5,19,0
20,"TEN","PFT",5,15,-5
21,"WAS","PFT",5,23,2
22,"CHI","PFT",5,26,4
23,"NYG","PFT",5,28,5
24,"PIT","PFT",5,22,-2
25,"PHI","PFT",5,25,0
26,"ATL","PFT",5,24,-2
27,"IND","PFT",5,30,3
28,"MIA","PFT",5,21,-7
29,"NYJ","PFT",5,32,3
30,"HOU","PFT",5,29,-1
31,"DET","PFT",5,27,-4
32,"JAX","PFT",5,31,-1
1,"ARI","USA",5,5,4
2,"LA","USA",5,1,-1
3,"TB","USA",5,2,-1
4,"CLE","USA",5,3,-1
5,"DAL","USA",5,8,3
6,"BUF","USA",5,7,1
7,"BAL","USA",5,6,-1
8,"LAC","USA",5,9,1
9,"KC","USA",5,10,1
10,"GB","USA",5,13,3
11,"LV","USA",5,4,-7
12,"CAR","USA",5,11,-1
13,"NO","USA",5,12,-1
14,"CIN","USA",5,17,3
15,"TEN","USA",5,14,-1
16,"DEN","USA",5,16,0
17,"MIN","USA",5,18,1
18,"SEA","USA",5,19,1
19,"SF","USA",5,15,-4
20,"WAS","USA",5,23,3
21,"NE","USA",5,22,1
22,"PIT","USA",5,20,-2
23,"IND","USA",5,25,2
24,"CHI","USA",5,27,3
25,"PHI","USA",5,24,-1
26,"MIA","USA",5,21,-5
27,"ATL","USA",5,28,1
28,"NYG","USA",5,30,2
29,"NYJ","USA",5,32,3
30,"DET","USA",5,26,-4
31,"HOU","USA",5,29,-2
32,"JAX","USA",5,31,-1
1,"BUF","WaPo",5,2,1
2,"GB","WaPo",5,3,1
3,"TB","WaPo",5,4,1
4,"CLE","WaPo",5,5,1
5,"ARI","WaPo",5,6,1
6,"LA","WaPo",5,1,-5
7,"BAL","WaPo",5,8,1
8,"DAL","WaPo",5,10,2
9,"LAC","WaPo",5,13,4
10,"KC","WaPo",5,14,4
11,"CIN","WaPo",5,18,7
12,"LV","WaPo",5,7,-5
13,"SEA","WaPo",5,20,7
14,"SF","WaPo",5,9,-5
15,"TEN","WaPo",5,11,-4
16,"NO","WaPo",5,12,-4
17,"CAR","WaPo",5,15,-2
18,"DEN","WaPo",5,16,-2
19,"WAS","WaPo",5,23,4
20,"NE","WaPo",5,17,-3
21,"CHI","WaPo",5,24,3
22,"MIN","WaPo",5,19,-3
23,"IND","WaPo",5,28,5
24,"NYG","WaPo",5,30,6
25,"NYJ","WaPo",5,31,6
26,"PIT","WaPo",5,21,-5
27,"ATL","WaPo",5,22,-5
28,"MIA","WaPo",5,25,-3
29,"PHI","WaPo",5,26,-3
30,"HOU","WaPo",5,27,-3
31,"DET","WaPo",5,29,-2
32,"JAX","WaPo",5,32,0
1,"ARI","Yahoo",5,3,2
2,"BUF","Yahoo",5,4,2
3,"LA","Yahoo",5,1,-2
4,"TB","Yahoo",5,2,-2
5,"GB","Yahoo",5,7,2
6,"KC","Yahoo",5,9,3
7,"DAL","Yahoo",5,15,8
8,"CLE","Yahoo",5,11,3
9,"LAC","Yahoo",5,13,4
10,"BAL","Yahoo",5,12,2
11,"LV","Yahoo",5,5,-6
12,"SF","Yahoo",5,8,-4
13,"NO","Yahoo",5,6,-7
14,"DEN","Yahoo",5,10,-4
15,"CAR","Yahoo",5,14,-1
16,"SEA","Yahoo",5,17,1
17,"CIN","Yahoo",5,19,2
18,"TEN","Yahoo",5,16,-2
19,"NE","Yahoo",5,18,-1
20,"WAS","Yahoo",5,23,3
21,"PIT","Yahoo",5,20,-1
22,"IND","Yahoo",5,25,3
23,"MIN","Yahoo",5,22,-1
24,"CHI","Yahoo",5,26,2
25,"MIA","Yahoo",5,21,-4
26,"NYG","Yahoo",5,29,3
27,"PHI","Yahoo",5,24,-3
28,"ATL","Yahoo",5,27,-1
29,"NYJ","Yahoo",5,31,2
30,"DET","Yahoo",5,28,-2
31,"HOU","Yahoo",5,30,-1
32,"JAX","Yahoo",5,32,0
1,"ARI","BR",6,1,0
2,"LA","BR",6,2,0
3,"BUF","BR",6,4,1
4,"TB","BR",6,3,-1
5,"LAC","BR",6,5,0
6,"DAL","BR",6,10,4
7,"BAL","BR",6,8,1
8,"GB","BR",6,9,1
9,"CLE","BR",6,7,-2
10,"KC","BR",6,6,-4
11,"CIN","BR",6,14,3
12,"CAR","BR",6,13,1
13,"TEN","BR",6,18,5
14,"NO","BR",6,19,5
15,"DEN","BR",6,15,0
16,"NE","BR",6,17,1
17,"SF","BR",6,16,-1
18,"LV","BR",6,11,-7
19,"SEA","BR",6,12,-7
20,"CHI","BR",6,22,2
21,"PIT","BR",6,27,6
22,"PHI","BR",6,25,3
23,"MIN","BR",6,24,1
24,"IND","BR",6,23,-1
25,"MIA","BR",6,20,-5
26,"WAS","BR",6,21,-5
27,"ATL","BR",6,28,1
28,"NYG","BR",6,26,-2
29,"NYJ","BR",6,29,0
30,"HOU","BR",6,30,0
31,"DET","BR",6,31,0
32,"JAX","BR",6,32,0
1,"ARI","CBS",6,1,0
2,"BUF","CBS",6,4,2
3,"GB","CBS",6,2,-1
4,"LA","CBS",6,6,2
5,"LAC","CBS",6,7,2
6,"TB","CBS",6,3,-3
7,"DAL","CBS",6,8,1
8,"BAL","CBS",6,10,2
9,"CLE","CBS",6,5,-4
10,"TEN","CBS",6,18,8
11,"NO","CBS",6,17,6
12,"KC","CBS",6,9,-3
13,"CHI","CBS",6,21,8
14,"LV","CBS",6,11,-3
15,"CAR","CBS",6,12,-3
16,"CIN","CBS",6,13,-3
17,"SEA","CBS",6,14,-3
18,"DEN","CBS",6,15,-3
19,"SF","CBS",6,16,-3
20,"PHI","CBS",6,27,7
21,"NE","CBS",6,19,-2
22,"MIN","CBS",6,23,1
23,"PIT","CBS",6,28,5
24,"IND","CBS",6,22,-2
25,"ATL","CBS",6,24,-1
26,"WAS","CBS",6,20,-6
27,"NYG","CBS",6,25,-2
28,"MIA","CBS",6,26,-2
29,"HOU","CBS",6,29,0
30,"NYJ","CBS",6,30,0
31,"DET","CBS",6,31,0
32,"JAX","CBS",6,32,0
1,"BUF","ESPN",6,1,0
2,"ARI","ESPN",6,2,0
3,"LA","ESPN",6,3,0
4,"TB","ESPN",6,4,0
5,"GB","ESPN",6,5,0
6,"DAL","ESPN",6,8,2
7,"LAC","ESPN",6,9,2
8,"BAL","ESPN",6,7,-1
9,"CLE","ESPN",6,6,-3
10,"KC","ESPN",6,11,1
11,"TEN","ESPN",6,18,7
12,"CAR","ESPN",6,12,0
13,"NO","ESPN",6,17,4
14,"CIN","ESPN",6,16,2
15,"DEN","ESPN",6,14,-1
16,"CHI","ESPN",6,23,7
17,"LV","ESPN",6,10,-7
18,"SF","ESPN",6,15,-3
19,"NE","ESPN",6,20,1
20,"SEA","ESPN",6,13,-7
21,"PIT","ESPN",6,24,3
22,"WAS","ESPN",6,19,-3
23,"MIN","ESPN",6,22,-1
24,"PHI","ESPN",6,25,1
25,"IND","ESPN",6,21,-4
26,"ATL","ESPN",6,27,1
27,"MIA","ESPN",6,26,-1
28,"HOU","ESPN",6,30,2
29,"NYJ","ESPN",6,29,0
30,"NYG","ESPN",6,28,-2
31,"DET","ESPN",6,31,0
32,"JAX","ESPN",6,32,0
1,"BUF","NFL",6,3,2
2,"ARI","NFL",6,1,-1
3,"TB","NFL",6,2,-1
4,"DAL","NFL",6,6,2
5,"LAC","NFL",6,7,2
6,"GB","NFL",6,4,-2
7,"BAL","NFL",6,5,-2
8,"LA","NFL",6,9,1
9,"CLE","NFL",6,10,1
10,"KC","NFL",6,8,-2
11,"NO","NFL",6,19,8
12,"TEN","NFL",6,18,6
13,"CIN","NFL",6,15,2
14,"CAR","NFL",6,14,0
15,"MIN","NFL",6,17,2
16,"PIT","NFL",6,20,4
17,"SF","NFL",6,13,-4
18,"LV","NFL",6,11,-7
19,"DEN","NFL",6,16,-3
20,"PHI","NFL",6,25,5
21,"SEA","NFL",6,12,-9
22,"NE","NFL",6,22,0
23,"CHI","NFL",6,29,6
24,"IND","NFL",6,21,-3
25,"ATL","NFL",6,27,2
26,"WAS","NFL",6,23,-3
27,"NYG","NFL",6,24,-3
28,"MIA","NFL",6,26,-2
29,"DET","NFL",6,31,2
30,"HOU","NFL",6,32,2
31,"NYJ","NFL",6,28,-3
32,"JAX","NFL",6,30,-2
1,"BUF","PFT",6,1,0
2,"ARI","PFT",6,2,0
3,"TB","PFT",6,3,0
4,"BAL","PFT",6,4,0
5,"LA","PFT",6,5,0
6,"GB","PFT",6,6,0
7,"DAL","PFT",6,11,4
8,"LAC","PFT",6,8,0
9,"CLE","PFT",6,7,-2
10,"CIN","PFT",6,13,3
11,"KC","PFT",6,10,-1
12,"NO","PFT",6,16,4
13,"CAR","PFT",6,12,-1
14,"TEN","PFT",6,20,6
15,"LV","PFT",6,9,-6
16,"MIN","PFT",6,18,2
17,"NE","PFT",6,19,2
18,"SEA","PFT",6,14,-4
19,"CHI","PFT",6,22,3
20,"SF","PFT",6,15,-5
21,"PIT","PFT",6,24,3
22,"PHI","PFT",6,25,3
23,"DEN","PFT",6,17,-6
24,"ATL","PFT",6,26,2
25,"WAS","PFT",6,21,-4
26,"NYG","PFT",6,23,-3
27,"IND","PFT",6,27,0
28,"MIA","PFT",6,28,0
29,"NYJ","PFT",6,29,0
30,"HOU","PFT",6,30,0
31,"DET","PFT",6,31,0
32,"JAX","PFT",6,32,0
1,"ARI","USA",6,1,0
2,"LA","USA",6,2,0
3,"TB","USA",6,3,0
4,"DAL","USA",6,5,1
5,"BUF","USA",6,6,1
6,"LAC","USA",6,8,2
7,"BAL","USA",6,7,0
8,"CLE","USA",6,4,-4
9,"GB","USA",6,10,1
10,"KC","USA",6,9,-1
11,"TEN","USA",6,15,4
12,"CAR","USA",6,12,0
13,"NO","USA",6,13,0
14,"CHI","USA",6,24,10
15,"CIN","USA",6,14,-1
16,"PIT","USA",6,22,6
17,"DEN","USA",6,16,-1
18,"MIN","USA",6,17,-1
19,"SEA","USA",6,18,-1
20,"SF","USA",6,19,-1
21,"PHI","USA",6,25,4
22,"WAS","USA",6,20,-2
23,"LV","USA",6,11,-12
24,"IND","USA",6,23,-1
25,"ATL","USA",6,27,2
26,"NE","USA",6,21,-5
27,"MIA","USA",6,26,-1
28,"HOU","USA",6,31,3
29,"NYJ","USA",6,29,0
30,"DET","USA",6,30,0
31,"NYG","USA",6,28,-3
32,"JAX","USA",6,32,0
1,"BUF","WaPo",6,1,0
2,"GB","WaPo",6,2,0
3,"TB","WaPo",6,3,0
4,"ARI","WaPo",6,5,1
5,"LA","WaPo",6,6,1
6,"BAL","WaPo",6,7,1
7,"DAL","WaPo",6,8,1
8,"LAC","WaPo",6,9,1
9,"CLE","WaPo",6,4,-5
10,"TEN","WaPo",6,15,5
11,"NO","WaPo",6,16,5
12,"CIN","WaPo",6,11,-1
13,"KC","WaPo",6,10,-3
14,"CHI","WaPo",6,21,7
15,"SF","WaPo",6,14,-1
16,"NE","WaPo",6,20,4
17,"MIN","WaPo",6,22,5
18,"LV","WaPo",6,12,-6
19,"PIT","WaPo",6,26,7
20,"ATL","WaPo",6,27,7
21,"PHI","WaPo",6,29,8
22,"CAR","WaPo",6,17,-5
23,"DEN","WaPo",6,18,-5
24,"SEA","WaPo",6,13,-11
25,"WAS","WaPo",6,19,-6
26,"IND","WaPo",6,23,-3
27,"NYG","WaPo",6,24,-3
28,"NYJ","WaPo",6,25,-3
29,"MIA","WaPo",6,28,-1
30,"HOU","WaPo",6,30,0
31,"DET","WaPo",6,31,0
32,"JAX","WaPo",6,32,0
1,"ARI","Yahoo",6,1,0
2,"BUF","Yahoo",6,2,0
3,"LA","Yahoo",6,3,0
4,"TB","Yahoo",6,4,0
5,"GB","Yahoo",6,5,0
6,"DAL","Yahoo",6,7,1
7,"LAC","Yahoo",6,9,2
8,"BAL","Yahoo",6,10,2
9,"CLE","Yahoo",6,8,-1
10,"KC","Yahoo",6,6,-4
11,"NO","Yahoo",6,13,2
12,"SF","Yahoo",6,12,0
13,"TEN","Yahoo",6,18,5
14,"CAR","Yahoo",6,15,1
15,"CIN","Yahoo",6,17,2
16,"DEN","Yahoo",6,14,-2
17,"NE","Yahoo",6,19,2
18,"PIT","Yahoo",6,21,3
19,"LV","Yahoo",6,11,-8
20,"SEA","Yahoo",6,16,-4
21,"CHI","Yahoo",6,24,3
22,"PHI","Yahoo",6,27,5
23,"IND","Yahoo",6,22,-1
24,"WAS","Yahoo",6,20,-4
25,"MIN","Yahoo",6,23,-2
26,"MIA","Yahoo",6,25,-1
27,"ATL","Yahoo",6,28,1
28,"NYG","Yahoo",6,26,-2
29,"NYJ","Yahoo",6,29,0
30,"DET","Yahoo",6,30,0
31,"HOU","Yahoo",6,31,0
32,"JAX","Yahoo",6,32,0
1,"ARI","BR",7,1,0
2,"LA","BR",7,2,0
3,"TB","BR",7,4,1
4,"BUF","BR",7,3,-1
5,"BAL","BR",7,7,2
6,"DAL","BR",7,6,0
7,"GB","BR",7,8,1
8,"KC","BR",7,10,2
9,"LAC","BR",7,5,-4
10,"CIN","BR",7,11,1
11,"TEN","BR",7,13,2
12,"NO","BR",7,14,2
13,"CLE","BR",7,9,-4
14,"PIT","BR",7,21,7
15,"LV","BR",7,18,3
16,"NE","BR",7,16,0
17,"CAR","BR",7,12,-5
18,"DEN","BR",7,15,-3
19,"SF","BR",7,17,-2
20,"SEA","BR",7,19,-1
21,"CHI","BR",7,20,-1
22,"MIN","BR",7,23,1
23,"IND","BR",7,24,1
24,"PHI","BR",7,22,-2
25,"MIA","BR",7,25,0
26,"ATL","BR",7,27,1
27,"WAS","BR",7,26,-1
28,"NYG","BR",7,28,0
29,"NYJ","BR",7,29,0
30,"JAX","BR",7,32,2
31,"HOU","BR",7,30,-1
32,"DET","BR",7,31,-1
1,"ARI","CBS",7,1,0
2,"GB","CBS",7,3,1
3,"LA","CBS",7,4,1
4,"TB","CBS",7,6,2
5,"DAL","CBS",7,7,2
6,"BAL","CBS",7,8,2
7,"BUF","CBS",7,2,-5
8,"LAC","CBS",7,5,-3
9,"NO","CBS",7,11,2
10,"KC","CBS",7,12,2
11,"LV","CBS",7,14,3
12,"CIN","CBS",7,16,4
13,"TEN","CBS",7,10,-3
14,"CLE","CBS",7,9,-5
15,"MIN","CBS",7,22,7
16,"PIT","CBS",7,23,7
17,"IND","CBS",7,24,7
